Column1,Column2,Column3,Column4,Column5
horsetail extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/horsetail-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Average,"Plant extract that has antioxidant and skin-soothing properties, but there’s no solid research showing it can exert these effects when applied to skin. Horsetail may be listed by its Latin name Equisetum arvense."
Hortonia floribunda leaf extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/hortonia-floribunda-leaf-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average,No research shows this plant as having any benefit for skin.
Huang qi,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/huang-qi.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good,
Humulus lupulus extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/humulus-lupulus-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",Average,
hyaluronic acid,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/hyaluronic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing', 'Skin-Restoring']",Best,"Component of skin tissue. Synthetic variations are used in skincare products to function as a superior skin-replenishing ingredient. Hyaluronic acid has restorative abilities and can boost skin’s moisture content, soothe, and defend against moisture loss. It is capable of holding up to 1,000 times its own weight in water, making it an optimal hydrator for all skin types.In addition to its function as a superior skin-restoring ingredient, hyaluronic acid also provides an antioxidant defense against environmental assault. Consumed orally via supplements, hyaluronic acid (both low and high molecular weights) can improve skin’s ability to stay hydrated, visibly decrease wrinkle depth and surface roughness, and help reinforce skin’s protective barrier. For more info about hyaluronic acid, please see our article, How Hyaluronic Acid Benefits Skin. References for this information: Journal of Evidence-Based, Complementary and Alternative Medicine, October 2017, pages 816-823 Journal of Medicinal Food, October 2016, pages 1,172-1,179 Nutrition Journal, July 2013, ePublication Journal of Drugs in Dermatology, 2011, issue 9, pages 990-1000 Journal of Clinical and Aesthetic Dermatology, March 2009, pages 38–43"
Hydnocarpus anthelmintica,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/hydnocarpus-anthelmintica.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing']",Poor,
Hydrastis canadenis,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/hydrastis-canadenis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing']",Poor,
hydrocotyl extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/hydrocotyl-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Best,
hydrogenated castor oil/sebacic acid copolymer,https://www.paulaschoice.com/ingredient-dictionary/emollients/hydrogenated-castor-oil-sebacic-acid-copolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good,"Hydrogenated Castor Oil/Sebacic Acid Copolymer at a Glance  Is both synthetic and plant-derived Chemically, it’s an oligo ester, or short polymer Used in hair care products to smooth the cuticle layer Excellent cling to skin and hair helps prevent moisture loss  Hydrogenated Castor Oil/Sebacic Acid Copolymer Description Hydrogenated castor oil/sebacic acid copolymer is made by a chemical reaction between hydrogenated (semi-solid) castor oil with sebacic acid, a carboxylic acid sometimes used as a pH adjuster in skin care products. The resulting ingredient has long-lasting emollient and smoothing properties that benefit skin and hair. The unique structural properties of this ingredient allow it to fill in the spaces where skin and hair are damaged, creating a perceptibly smoother feel. It’s an example of polymer technology that combines a natural and synthetic ingredient to create a new compound. Hydrogenated castor oil/sebacic acid copolymer is used in amounts between 0.5–2% in leave-on products and up to 5% in rinse-off hair care products designed for intensive repair. The safety of hydrogenated castor oil has been established and while an individual safety assessment of sebacic acid hasn’t been done, it is not believed to be a problem as used in cosmetics. Hydrogenated Castor Oil/Sebacic Acid Copolymer References International Journal of Toxicology, Supplement 3, May 2007, pages 31–77"
hydrogenated coco-glyceride,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/hydrogenated-coco-glyceride.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer', 'Emollients']",Good,Used as an emollient and thickening agent in cosmetics.
hydrogenated didecene,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/hydrogenated-didecene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer']",Good,"Skin-softening agent derived from didecene, which is a hydrocarbon. Hydrocarbons are organic compounds that contain only carbon and hydrogen. Examples of common hydrocarbons include mineral oil, petroleum, and paraffin wax."
hydrogenated lecithin,https://www.paulaschoice.com/ingredient-dictionary/skin-restoring/hydrogenated-lecithin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Restoring', 'Emollients']",Best,Hydrogenated form of the skin-restoring ingredient lecithin. It may be derived from animals or plants (egg yolk is a source) or manufactured synthetically.
hydrogenated olive oil,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/hydrogenated-olive-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Emollients']",Best,"Hydrogenated olive oil is a rich source of antioxidants; can help increase the viscosity and emolliency of a formula. Hydrogenating the oil changes it from its natural liquid state into a solid.  References for this information: CosmeticsInfo.org, Accessed March 2021, ePublication  Journal of Cosmetic Dermatology, 2019, pages 1575-1579  International Journal of Toxicology, December 2017, page 51S-129S"
hydrogenated palm glycerides,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/hydrogenated-palm-glycerides.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing', 'Emollients']",Good,Palm glycerides are the fatty acid component of palm oil. Hydrogenation allows the oily liquid to remain in a solid state at room temperature.
hydrogenated polydecene,https://www.paulaschoice.com/ingredient-dictionary/emollients/hydrogenated-polydecene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good,"Hydrogenated polydecene is a synthetic emollient and skin-softening agent. In certain formulations it lends a non-occlusive film for added skin barrier protection. References for this information: SpecialChem.com, Accessed March 2021, ePublication  International Journal of Toxicology, September 2020, pages 59S-90S  Revista de Chimie -Bucharest, 2019, pages 2,764-2,768"
hydrogenated polyisobutene,https://www.paulaschoice.com/ingredient-dictionary/emollients/hydrogenated-polyisobutene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Skin-Softening']",Good,"Hydrogenated polyisobutene is a synthetic emollient with research backing its ability to provide long-lasting moisture retention. It acts as a lubricant on skin’s surface, providing a soft, smooth feel.  References for this information: CosmeticsInfo.org, Accessed March 2021, ePublication  International Journal of Toxicology, September 2020, pages 59S-90S  International Journal of Cosmetic Science, February 2010, pages 81-82 >"
hydrogenated rapeseed oil,https://www.paulaschoice.com/ingredient-dictionary/emollients/hydrogenated-rapeseed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Antioxidants', 'Plant Extracts']",Best,"Simply put, hydrogenated rapeseed oil is a non-fragrant plant oil that’s been put through the hydrogenation process. This type of hydrogenation involves adding hydrogen gas to the oil, making it more stable and also changing its texture, typically changing from a fluid (oil) state to a semi-solid state. On skin, hydrogenated rapeseed oil works as an emollient, thickening agent, and occlusive. As a plant oil, its antioxidants (chiefly a compound known as sinapinic acid and vitamin E) plus polyunsaturated fatty acids such as the highly stable omgega-9 erucic acid help ensure skin looks and feels healthy and younger by preventing water loss, repairing skin’s surface, and bolstering skin’s supply of antioxidants. Note: Rapeseed oil is also known as canola oil. References for this information: Phytotherapy Research, February 2020, pages 254–269 Journal of the American Oil Chemists’ Society, January 2017, pages 37–46 International Journal of Cosmetic Science, October 2015, pages 496–505"
hydrogenated soybean oil,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/hydrogenated-soybean-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients']",Best,Non-fragrant plant oil from soy that has been hydrogenated so it retains a semi-solid rather than liquid state.
hydrogenated starch hydrolysate,https://www.paulaschoice.com/ingredient-dictionary/hydration/hydrogenated-starch-hydrolysate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Film-Forming/Holding Agents', 'Hydration']",Good,"Hydrogenated starch hydrolysate offers multifunctional properties, mainly acting as humectant (hydrator) and film-forming agent for added barrier protection in skin care products. May be plant-derived or synthetic. References for this information: Roquette.com, Accessed March 2021, ePublication  Cosmetic Ingredient Review, October 2015, pages 1-86"
hydrogenated vegetable glycerides citrate,https://www.paulaschoice.com/ingredient-dictionary/emollients/hydrogenated-vegetable-glycerides-citrate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Emulsifiers', 'Texture Enhancer']",Good,"A hydrogenated blend of vegetable glycerides that functions chiefly as an emollient and texture enhancer in cosmetics. In this case, the vegetable glyceride component is mixed with citric acid, at which point it can also help to stabilize cosmetic formulas. References for this information: https://www.parchem.com/chemical-supplier-distributor/Hydrogenated-vegetable-glycerides-citrate-094713.aspx  Critical Reviews in Drug Carrier Systems, Volume 31, 2014, pages 429–458  International Journal of Toxicology, Supplement 23, 2004, pages 55–94"
hydrogen peroxide,https://www.paulaschoice.com/ingredient-dictionary/sensitizing/hydrogen-peroxide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sensitizing'],Poor,There is a great deal of current research showing that hydrogen peroxide is problematic as a topically applied product. Hydrogen peroxide is also a strong oxidizing agent.
